word,sentiment
masterpiece,positive
masterpieces,positive
masters,positive
mastery,positive
matchless,positive
mature,positive
maturely,positive
maturity,positive
meaningful,positive
memorable,positive
merciful,positive
mercifully,positive
mercy,positive
merit,positive
merrily,positive
merriment,positive
merriness,positive
merry,positive
mesmerize,positive
mesmerized,positive
mesmerizes,positive
mesmerizing,positive
mesmerizingly,positive
meticulous,positive
meticulously,positive
mightily,positive
mighty,positive
mind-blowing,positive
miracle,positive
miracles,positive
miraculous,positive
miraculously,positive
miraculousness,positive
modern,positive
modest,positive
modesty,positive
momentous,positive
monumental,positive
monumentally,positive
morality,positive
motivated,positive
multi-purpose,positive
navigable,positive
neat,positive
neatest,positive
neatly,positive
nice,positive
nicely,positive
nicer,positive
nicest,positive
nifty,positive
nimble,positive
noble,positive
nobly,positive
noiseless,positive
non-violence,positive
non-violent,positive
notably,positive
noteworthy,positive
nourish,positive
nourishing,positive
nourishment,positive
novelty,positive
nurturing,positive
oasis,positive
obsession,positive
obsessions,positive
obtainable,positive
openly,positive
openness,positive
optimal,positive
optimism,positive
opulent,positive
orderly,positive
originality,positive
outdo,positive
outdone,positive
outshine,positive
outshone,positive
outsmart,positive
outstanding,positive
outstandingly,positive
outstrip,positive
outwit,positive
ovation,positive
overjoyed,positive
overtake,positive
overtaken,positive
overtakes,positive
overtaking,positive
overtook,positive
overture,positive
pain-free,positive
painless,positive
painlessly,positive
palatial,positive
pamper,positive
pampered,positive
pamperedly,positive
pamperedness,positive
pampers,positive
panoramic,positive
paradise,positive
paramount,positive
pardon,positive
passion,positive
passionate,positive
passionately,positive
patience,positive
patient,positive
patiently,positive
patriot,positive
patriotic,positive
peace,positive
peaceable,positive
peaceful,positive
peacefully,positive
peacekeepers,positive
peach,positive
peerless,positive
pep,positive
pepped,positive
pepping,positive
peppy,positive
peps,positive
perfection,positive
permissible,positive
perseverance,positive
persevere,positive
personages,positive
personalized,positive
phenomenal,positive
phenomenally,positive
picturesque,positive
piety,positive
pinnacle,positive
playful,positive
playfully,positive
pleases,positive
pleasing,positive
pleasingly,positive
pleasurable,positive
pleasurably,positive
pluses,positive
plush,positive
plusses,positive
poetic,positive
poeticize,positive
poignant,positive
poise,positive
poised,positive
polished,positive
polite,positive
politeness,positive
portable,positive
posh,positive
positives,positive
powerful,positive
powerfully,positive
praise,positive
praiseworthy,positive
praising,positive
pre-eminent,positive
precious,positive
precise,positive
precisely,positive
prefer,positive
preferable,positive
preferably,positive
prefered,positive
preferes,positive
preferring,positive
prefers,positive
prettily,positive
pretty,positive
priceless,positive
pride,positive
principled,positive
privilege,positive
privileged,positive
prize,positive
problem-free,positive
problem-solver,positive
prodigious,positive
prodigiously,positive
prodigy,positive
productive,positive
productively,positive
profound,positive
profoundly,positive
profuse,positive
profusion,positive
progressive,positive
prolific,positive
prominence,positive
prominent,positive
promise,positive
promised,positive
promises,positive
promising,positive
promoter,positive
prompt,positive
promptly,positive
proper,positive
properly,positive
propitious,positive
propitiously,positive
pros,positive
prosper,positive
prospros,positive
protect,positive
protection,positive
protective,positive
proud,positive
proven,positive
proves,positive
providence,positive
proving,positive
prowess,positive
prudence,positive
prudent,positive
prudently,positive
punctual,positive
pure,positive
purify,positive
purposeful,positive
quaint,positive
qualified,positive
qualify,positive
quicker,positive
quiet,positive
quieter,positive
radiance,positive
radiant,positive
rapid,positive
rapport,positive
rapt,positive
rapture,positive
raptureous,positive
raptureously,positive
rapturous,positive
rapturously,positive
rational,positive
razor-sharp,positive
reachable,positive
readable,positive
readily,positive
ready,positive
reaffirm,positive
reaffirmation,positive
realistic,positive
realizable,positive
reasonable,positive
reasonably,positive
reasoned,positive
reassurance,positive
reassure,positive
reclaim,positive
recomend,positive
recommend,positive
recommendation,positive
recommendations,positive
recommended,positive
reconcile,positive
reconciliation,positive
record-setting,positive
recover,positive
recovery,positive
rectification,positive
rectify,positive
rectifying,positive
redeem,positive
redeeming,positive
redemption,positive
refine,positive
refined,positive
refinement,positive
reform,positive
reformed,positive
reforming,positive
reforms,positive
refresh,positive
refreshed,positive
refreshing,positive
refund,positive
refunded,positive
regal,positive
regally,positive
regard,positive
rejoice,positive
rejoicing,positive
rejoicingly,positive
rejuvenate,positive
rejuvenated,positive
rejuvenating,positive
relaxed,positive
relent,positive
reliable,positive
reliably,positive
relief,positive
relish,positive
remarkable,positive
remarkably,positive
remedy,positive
remission,positive
remunerate,positive
renaissance,positive
renewed,positive
renown,positive
renowned,positive
replaceable,positive
reputable,positive
reputation,positive
resilient,positive
resolute,positive
resound,positive
resounding,positive
resourceful,positive
resourcefulness,positive
respect,positive
respectable,positive
respectful,positive
respectfully,positive
respite,positive
resplendent,positive
responsibly,positive
responsive,positive
restful,positive
restored,positive
retractable,positive
revel,positive
revelation,positive
revere,positive
reverence,positive
reverent,positive
reverently,positive
revitalize,positive
revival,positive
revive,positive
revives,positive
revolutionary,positive
rewardingly,positive
rich,positive
richer,positive
richly,positive
richness,positive
right,positive
righten,positive
righteous,positive
righteously,positive
righteousness,positive
rightful,positive
rightfully,positive
rightly,positive
rightness,positive
risk-free,positive
robust,positive
rock-star,positive
rock-stars,positive
rockstar,positive
rockstars,positive
romantic,positive
romantically,positive
romanticize,positive
roomier,positive
roomy,positive
rosy,positive
safe,positive
safely,positive
sagacity,positive
sagely,positive
saint,positive
saintliness,positive
saintly,positive
salutary,positive
salute,positive
sane,positive
satisified,positive
saver,positive
savings,positive
savior,positive
savvy,positive
scenic,positive
seamless,positive
seasoned,positive
secure,positive
securely,positive
selective,positive
self-determination,positive
self-respect,positive
self-satisfaction,positive
self-sufficiency,positive
self-sufficient,positive
sensation,positive
sensational,positive
sensationally,positive
sensations,positive
sensible,positive
sensibly,positive
sensitive,positive
serene,positive
serenity,positive
sexy,positive
sharp,positive
sharper,positive
sharpest,positive
shimmering,positive
shimmeringly,positive
shine,positive
shiny,positive
significant,positive
silent,positive
simpler,positive
simplest,positive
simplified,positive
simplifies,positive
simplify,positive
simplifying,positive
sincere,positive
sincerely,positive
sincerity,positive
skill,positive
skilled,positive
skillful,positive
skillfully,positive
slammin,positive
sleek,positive
slick,positive
smart,positive
smarter,positive
smartest,positive
smartly,positive
smile,positive
smiles,positive
smiling,positive
smilingly,positive
smitten,positive
smoother,positive
smoothes,positive
smoothest,positive
snappy,positive
snazzy,positive
sociable,positive
soft,positive
softer,positive
solace,positive
solicitous,positive
solicitously,positive
solid,positive
solidarity,positive
soothe,positive
soothingly,positive
sophisticated,positive
soulful,positive
soundly,positive
soundness,positive
spacious,positive
sparkle,positive
sparkling,positive
speedily,positive
speedy,positive
spellbind,positive
spellbinding,positive
spellbindingly,positive
spellbound,positive
spirited,positive
spiritual,positive
splendid,positive
splendidly,positive
splendor,positive
spontaneous,positive
sporty,positive
spotless,positive
sprightly,positive
stainless,positive
standout,positive
state-of-the-art,positive
stately,positive
statuesque,positive
staunch,positive
staunchly,positive
staunchness,positive
steadfast,positive
steadfastly,positive
steadfastness,positive
steadiest,positive
steadiness,positive
steady,positive
stellar,positive
stellarly,positive
stimulate,positive
stimulates,positive
stimulating,positive
stimulative,positive
stirringly,positive
straighten,positive
straightforward,positive
streamlined,positive
striking,positive
strikingly,positive
striving,positive
stunned,positive
stunning,positive
stunningly,positive
stupendous,positive
stupendously,positive
sturdier,positive
sturdy,positive
stylish,positive
stylishly,positive
stylized,positive
suave,positive
suavely,positive
sublime,positive
subsidize,positive
subsidized,positive
subsidizes,positive
subsidizing,positive
substantive,positive
succes,positive
suffice,positive
sufficed,positive
suffices,positive
sufficient,positive
sufficiently,positive
suitable,positive
sumptuous,positive
sumptuously,positive
sumptuousness,positive
super,positive
superb,positive
superbly,positive
superiority,positive
supple,positive
support,positive
supported,positive
supporter,positive
supporting,positive
supportive,positive
supports,positive
supremacy,positive
supreme,positive
supremely,positive
supurb,positive
supurbly,positive
surmount,positive
surreal,positive
survival,positive
survivor,positive
sustainability,positive
sustainable,positive
swank,positive
swankier,positive
swankiest,positive
swanky,positive
sweeping,positive
sweet,positive
sweeten,positive
sweetheart,positive
sweetly,positive
sweetness,positive
swift,positive
swiftness,positive
talent,positive
talented,positive
talents,positive
tantalize,positive
tantalizing,positive
tantalizingly,positive
tempt,positive
tempting,positive
temptingly,positive
tenacious,positive
tenaciously,positive
tenacity,positive
tender,positive
tenderly,positive
terrific,positive
terrifically,positive
thank,positive
thankful,positive
thinner,positive
thoughtful,positive
thoughtfully,positive
thoughtfulness,positive
thrift,positive
thrifty,positive
thrill,positive
thrilled,positive
thrilling,positive
thrillingly,positive
thrills,positive
thrive,positive
thriving,positive
thumb-up,positive
thumbs-up,positive
tickle,positive
tidy,positive
time-honored,positive
timely,positive
tingle,positive
titillate,positive
titillating,positive
titillatingly,positive
togetherness,positive
tolerable,positive
toll-free,positive
top,positive
top-notch,positive
top-quality,positive
topnotch,positive
tops,positive
tough,positive
tougher,positive
toughest,positive
traction,positive
tranquil,positive
tranquility,positive
transparent,positive
treasure,positive
trendy,positive
triumph,positive
triumphal,positive
triumphant,positive
triumphantly,positive
trivially,positive
trophy,positive
trouble-free,positive
trump,positive
trumpet,positive
trust,positive
trusted,positive
trusting,positive
trustingly,positive
trustworthiness,positive
trustworthy,positive
trusty,positive
truthful,positive
truthfully,positive
truthfulness,positive
twinkly,positive
ultra-crisp,positive
unabashed,positive
unabashedly,positive
unaffected,positive
unassailable,positive
unbeatable,positive
unbiased,positive
unbound,positive
uncomplicated,positive
unconditional,positive
undamaged,positive
undaunted,positive
understandable,positive
undisputable,positive
undisputably,positive
undisputed,positive
unencumbered,positive
unequivocal,positive
unequivocally,positive
unfazed,positive
unfettered,positive
unforgettable,positive
unity,positive
unlimited,positive
unquestionable,positive
unquestionably,positive
unreal,positive
unrestricted,positive
unrivaled,positive
unselfish,positive
unwavering,positive
upbeat,positive
upgradable,positive
upgradeable,positive
upgraded,positive
upheld,positive
uphold,positive
uplift,positive
uplifting,positive
upliftingly,positive
upliftment,positive
upscale,positive
usable,positive
useable,positive
useful,positive
user-friendly,positive
user-replaceable,positive
valiant,positive
valiantly,positive
valor,positive
variety,positive
venerate,positive
verifiable,positive
veritable,positive
vibrantly,positive
victorious,positive
victory,positive
viewable,positive
vigilance,positive
vigilant,positive
virtue,positive
virtuous,positive
virtuously,positive
visionary,positive
vivacious,positive
vivid,positive
vouch,positive
vouchsafe,positive
warm,positive
warmer,positive
warmhearted,positive
warmly,positive
warmth,positive
wealthy,positive
welcome,positive
well,positive
well-backlit,positive
well-balanced,positive
well-behaved,positive
well-being,positive
well-bred,positive
well-connected,positive
well-educated,positive
well-established,positive
well-informed,positive
well-intentioned,positive
well-known,positive
well-made,positive
well-managed,positive
well-mannered,positive
well-positioned,positive
well-received,positive
well-regarded,positive
well-rounded,positive
well-run,positive
well-wishers,positive
wellbeing,positive
whoa,positive
wholeheartedly,positive
wholesome,positive
whooa,positive
whoooa,positive
wieldy,positive
willing,positive
willingly,positive
willingness,positive
windfall,positive
winnable,positive
wins,positive
wisdom,positive
wise,positive
wisely,positive
witty,positive
won,positive
wonder,positive
wonderful,positive
wonderfully,positive
wonderous,positive
wonderously,positive
wonders,positive
wondrous,positive
woo,positive
work,positive
workable,positive
worked,positive
works,positive
world-famous,positive
worth,positive
worth-while,positive
worthiness,positive
worthwhile,positive
wow,positive
wowed,positive
wowing,positive
wows,positive
yay,positive
youthful,positive
zeal,positive
zenith,positive
zest,positive
zippy,positive
2-faced,negative
2-faces,negative
abominable,negative
abominably,negative
abominate,negative
abomination,negative
abort,negative
aborted,negative
aborts,negative
abrade,negative
abrasive,negative
abscond,negative
absent-minded,negative
absentee,negative
absurd,negative
absurdity,negative
absurdly,negative
absurdness,negative
abysmal,negative
abysmally,negative
abyss,negative
accost,negative
accursed,negative
accusingly,negative
acerbate,negative
acerbic,negative
acerbically,negative
ache,negative
ached,negative
aches,negative
achey,negative
aching,negative
acrid,negative
acridly,negative
acridness,negative
acrimonious,negative
acrimoniously,negative
acrimony,negative
adamant,negative
adamantly,negative
addict,negative
addicted,negative
addicting,negative
addicts,negative
admonish,negative
admonisher,negative
admonishingly,negative
admonishment,negative
admonition,negative
adulterier,negative
afflict,negative
affliction,negative
afflictive,negative
affront,negative
afraid,negative
aggression,negative
aggressive,negative
aggressiveness,negative
aggressor,negative
aggrieve,negative
aggrieved,negative
aggrivation,negative
aghast,negative
agonies,negative
agonize,negative
agonizing,negative
agonizingly,negative
agony,negative
aground,negative
ail,negative
ailing,negative
ailment,negative
aimless,negative
alarm,negative
alarmed,negative
alarming,negative
alarmingly,negative
allergic,negative
allergies,negative
allergy,negative
aloof,negative
altercation,negative
ambiguity,negative
ambiguous,negative
ambivalence,negative
ambivalent,negative
ambush,negative
amiss,negative
amputate,negative
anarchism,negative
anarchist,negative
anarchistic,negative
anarchy,negative
anemic,negative
anger,negative
angrily,negative
angriness,negative
angry,negative
anguish,negative
animosity,negative
annihilate,negative
annihilation,negative
annoyingly,negative
antagonism,negative
antagonist,negative
antagonistic,negative
antagonize,negative
anti-,negative
anti-american,negative
anti-israeli,negative
anti-occupation,negative
anti-proliferation,negative
anti-semites,negative
anti-social,negative
anti-us,negative
anti-white,negative
antipathy,negative
antiquated,negative
antithetical,negative
anxieties,negative
anxiety,negative
anxious,negative
anxiously,negative
anxiousness,negative
apathetic,negative
apathetically,negative
apathy,negative
apocalypse,negative
apocalyptic,negative
apologist,negative
apologists,negative
appal,negative
appall,negative
appalled,negative
appalling,negative
appallingly,negative
apprehension,negative
apprehensions,negative
apprehensive,negative
apprehensively,negative
arbitrary,negative
arcane,negative
archaic,negative
arduous,negative
arduously,negative
arrogance,negative
arrogant,negative
arrogantly,negative
ashamed,negative
asinine,negative
asininely,negative
asinininity,negative
askance,negative
asperse,negative
aspersion,negative
aspersions,negative
assail,negative
assassin,negative
assassinate,negative
assult,negative
astray,negative
asunder,negative
atrocious,negative
atrocities,negative
atrocity,negative
atrophy,negative
attack,negative
attacks,negative
audacious,negative
audaciously,negative
audaciousness,negative
audacity,negative
audiciously,negative
austere,negative
authoritarian,negative
autocrat,negative
autocratic,negative
avalanche,negative
avarice,negative
avaricious,negative
avariciously,negative
avenge,negative
averse,negative
aversion,negative
aweful,negative
awful,negative
awfully,negative
awfulness,negative
awkward,negative
awkwardness,negative
ax,negative
babble,negative
back-logged,negative
back-wood,negative
back-woods,negative
backache,negative
backaches,negative
backaching,negative
backbite,negative
backbiting,negative
backward,negative
backwardness,negative
backwood,negative
backwoods,negative
badly,negative
baffle,negative
baffled,negative
bafflement,negative
baffling,negative
bait,negative
banal,negative
banalize,negative
bane,negative
banish,negative
banishment,negative
barbarian,negative
barbaric,negative
barbarically,negative
barbarity,negative
barbarous,negative
barbarously,negative
barren,negative
baseless,negative
bash,negative
bashed,negative
bashful,negative
bashing,negative
bastard,negative
bastards,negative
battered,negative
battering,negative
batty,negative
bearish,negative
beastly,negative
bedlam,negative
bedlamite,negative
befoul,negative
beg,negative
beggar,negative
beggarly,negative
begging,negative
beguile,negative
belabor,negative
belated,negative
beleaguer,negative
belie,negative
belittle,negative
belittled,negative
belittling,negative
bellicose,negative
belligerence,negative
belligerent,negative
belligerently,negative
bemoan,negative
bemoaning,negative
bemused,negative
bent,negative
berate,negative
bereave,negative
bereavement,negative
bereft,negative
berserk,negative
beseech,negative
beset,negative
besiege,negative
besmirch,negative
bestial,negative
betray,negative
betrayal,negative
betrayals,negative
betrayer,negative
betraying,negative
betrays,negative
bewail,negative
beware,negative
bewilder,negative
bewildered,negative
bewildering,negative
bewilderingly,negative
bewilderment,negative
bewitch,negative
bias,negative
biased,negative
biases,negative
bicker,negative
bickering,negative
bid-rigging,negative
bigotries,negative
bigotry,negative
bitch,negative
bitchy,negative
biting,negative
bitingly,negative
bitter,negative
bitterly,negative
bitterness,negative
bizarre,negative
blab,negative
blabber,negative
blackmail,negative
blah,negative
blame,negative
blameworthy,negative
bland,negative
blandish,negative
blaspheme,negative
blasphemous,negative
blasphemy,negative
blasted,negative
blatant,negative
blatantly,negative
blather,negative
bleak,negative
bleakly,negative
bleakness,negative
bleed,negative
bleeding,negative
bleeds,negative
blemish,negative
blind,negative
blinding,negative
blindingly,negative
blindside,negative
blister,negative
blistering,negative
bloated,negative
blockage,negative
blockhead,negative
bloodshed,negative
bloodthirsty,negative
bloody,negative
blotchy,negative
blow,negative
blunder,negative
blundering,negative
blunders,negative
blunt,negative
blur,negative
bluring,negative
blurred,negative
blurring,negative
blurry,negative
blurs,negative
blurt,negative
boastful,negative
boggle,negative
bogus,negative
boil,negative
boiling,negative
boisterous,negative
bomb,negative
bombard,negative
bombardment,negative
bombastic,negative
bondage,negative
bonkers,negative
bore,negative
bored,negative
boredom,negative
bores,negative
boring,negative
botch,negative
bother,negative
bothered,negative
bothering,negative
bothers,negative
bothersome,negative
bowdlerize,negative
braggart,negative
bragger,negative
brainless,negative
brainwash,negative
brash,negative
brashly,negative
brashness,negative
brat,negative
bravado,negative
brazen,negative
brazenly,negative
brazenness,negative
break-up,negative
break-ups,negative
breakup,negative
breakups,negative
brimstone,negative
bristle,negative
brittle,negative
broke,negative
broken-hearted,negative
brood,negative
browbeat,negative
bruise,negative
bruised,negative
bruises,negative
bruising,negative
brusque,negative
brutal,negative
brutalising,negative
brutalities,negative
brutality,negative
brutalize,negative
brutalizing,negative
brutally,negative
brute,negative
brutish,negative
bs,negative
buckle,negative
bug,negative
bugging,negative
buggy,negative
bugs,negative
bulkier,negative
bulkiness,negative
bulky,negative
bulkyness,negative
bull****,negative
bull----,negative
bullies,negative
bullshit,negative
bullshyt,negative
bully,negative
bullying,negative
bullyingly,negative
bum,negative
bump,negative
bumped,negative
bumping,negative
bumpping,negative
bumps,negative
bumpy,negative
bungle,negative
bungler,negative
bungling,negative
bunk,negative
burdensomely,negative
burn,negative
burning,negative
burns,negative
bust,negative
busts,negative
busybody,negative
butcher,negative
butchery,negative
buzzing,negative
byzantine,negative
cackle,negative
calamitously,negative
callous,negative
calumniate,negative
calumniation,negative
calumnies,negative
calumnious,negative
calumniously,negative
calumny,negative
cancer,negative
cancerous,negative
cannibal,negative
cannibalize,negative
capitulate,negative
capricious,negative
capriciously,negative
capriciousness,negative
capsize,negative
caricature,negative
carnage,negative
carp,negative
cartoonish,negative
cash-strapped,negative
castigate,negative
castrated,negative
casualty,negative
cataclysm,negative
cataclysmal,negative
cataclysmic,negative
cataclysmically,negative
catastrophies,negative
caustic,negative
caustically,negative
cave,negative
chafe,negative
chaff,negative
chagrin,negative
chaos,negative
chaotic,negative
chasten,negative
chastise,negative
chastisement,negative
chatter,negative
chatterbox,negative
cheap,negative
cheapen,negative
cheaply,negative
cheat,negative
cheated,negative
cheater,negative
cheating,negative
cheats,negative
checkered,negative
cheerless,negative
cheesy,negative
chide,negative
childish,negative
chill,negative
chilly,negative
chintzy,negative
choke,negative
choleric,negative
choppy,negative
chore,negative
chronic,negative
chunky,negative
clamor,negative
clamorous,negative
clash,negative
cliche,negative
cliched,negative
clique,negative
clog,negative
clogged,negative
clogs,negative
cloud,negative
clouding,negative
cloudy,negative
clueless,negative
clumsy,negative
clunky,negative
coarse,negative
cocky,negative
cold,negative
coldly,negative
combative,negative
combust,negative
comical,negative
commiserate,negative
commonplace,negative
commotion,negative
commotions,negative
complacent,negative
complex,negative
complicit,negative
compulsive,negative
conceit,negative
conceited,negative
concen,negative
concens,negative
concession,negative
concessions,negative
condemnable,negative
condescend,negative
condescending,negative
condescendingly,negative
condescension,negative
confessions,negative
confound,negative
confounded,negative
confounding,negative
confusions,negative
congested,negative
congestion,negative
cons,negative
conscons,negative
conservative,negative
conspicuous,negative
conspicuously,negative
consternation,negative
contagious,negative
contaminate,negative
contaminated,negative
contaminates,negative
contaminating,negative
contamination,negative
contemptible,negative
contemptuous,negative
contemptuously,negative
contort,negative
contortions,negative
contrariness,negative
contravene,negative
contrive,negative
contrived,negative
convoluted,negative
corrode,negative
corrosion,negative
corrosions,negative
corrosive,negative
corrupts,negative
corruptted,negative
costlier,negative
counter-productive,negative
counterproductive,negative
coupists,negative
covetous,negative
coward,negative
cowardly,negative
crabby,negative
crack,negative
cracked,negative
cracks,negative
craftily,negative
craftly,negative
crafty,negative
cramp,negative
cramped,negative
cramping,negative
cranky,negative
crap,negative
crappy,negative
craps,negative
crash,negative
crashed,negative
crashes,negative
crashing,negative
crass,negative
craven,negative
cravenly,negative
craze,negative
crazily,negative
craziness,negative
crazy,negative
creak,negative
creaking,negative
creaks,negative
credulous,negative
creep,negative
creeping,negative
creeps,negative
creepy,negative
crept,negative
cringe,negative
cringed,negative
cringes,negative
cripple,negative
crippled,negative
cripples,negative
crippling,negative
critic,negative
critics,negative
cronyism,negative
crook,negative
crooked,negative
crooks,negative
crowded,negative
crowdedness,negative
crude,negative
cruel,negative
crueler,negative
cruelest,negative
cruelly,negative
cruelness,negative
cruelties,negative
cruelty,negative
crumble,negative
crumbling,negative
crummy,negative
crumple,negative
crumpled,negative
crumples,negative
crush,negative
crushed,negative
crushing,negative
cry,negative
culprit,negative
cunt,negative
cunts,negative
cuplrit,negative
curse,negative
cursed,negative
curses,negative
curt,negative
cuss,negative
cussed,negative
cutthroat,negative
cynical,negative
cynicism,negative
d*mn,negative
damn,negative
damnable,negative
damnably,negative
damnation,negative
damned,negative
damning,negative
damper,negative
dangerousness,negative
dark,negative
darken,negative
darkened,negative
darker,negative
darkness,negative
dastard,negative
dastardly,negative
daunt,negative
daunting,negative
dauntingly,negative
dawdle,negative
daze,negative
dazed,negative
dead,negative
deadbeat,negative
deadly,negative
deaf,negative
dearth,negative
death,negative
debacle,negative
debase,negative
debasement,negative
debaser,negative
debatable,negative
debauch,negative
debaucher,negative
debauchery,negative
debilitate,negative
debilitating,negative
debility,negative
debt,negative
debts,negative
decadence,negative
decadent,negative
decay,negative
decayed,negative
deceitfully,negative
deceiver,negative
deceivers,negative
declaim,negative
decrement,negative
decrepit,negative
decrepitude,negative
decry,negative
defiance,negative
defiant,negative
defiantly,negative
defile,negative
defiler,negative
deform,negative
deformed,negative
defy,negative
degenerate,negative
degenerately,negative
degeneration,negative
degradingly,negative
dehumanization,negative
dehumanize,negative
deign,negative
deject,negative
dejected,negative
dejectedly,negative
dejection,negative
delirious,negative
delirium,negative
delude,negative
deluded,negative
deluge,negative
delusion,negative
delusional,negative
delusions,negative
demean,negative
demeaning,negative
demolisher,negative
demon,negative
demonic,negative
demonize,negative
demonized,negative
demonizes,negative
demonizing,negative
demoralize,negative
demoralizing,negative
demoralizingly,negative
denounce,negative
dense,negative
dent,negative
dented,negative
dents,negative
denunciate,negative
denunciation,negative
denunciations,negative
deplorable,negative
deplorably,negative
deplore,negative
deploring,negative
deploringly,negative
deprave,negative
depraved,negative
depravedly,negative
deprecate,negative
depressingly,negative
depression,negative
depressions,negative
deride,negative
derision,negative
derisive,negative
derisively,negative
derisiveness,negative
desecrate,negative
desert,negative
desertion,negative
desiccate,negative
desiccated,negative
desititute,negative
desolate,negative
desolately,negative
desolation,negative
despair,negative
despairing,negative
despairingly,negative
desperate,negative
desperately,negative
desperation,negative
despicable,negative
despicably,negative
despise,negative
despised,negative
despoil,negative
despoiler,negative
despondence,negative
despondency,negative
despondent,negative
despondently,negative
despot,negative
despotic,negative
despotism,negative
destabilisation,negative
destains,negative
destitute,negative
destitution,negative
destroyer,negative
desultory,negative
detest,negative
detestable,negative
detestably,negative
detested,negative
detesting,negative
detests,negative
detraction,negative
detracts,negative
devastates,negative
devastatingly,negative
devil,negative
devilish,negative
devilishly,negative
devilment,negative
devilry,negative
devious,negative
deviously,negative
deviousness,negative
devoid,negative
diabolic,negative
diabolical,negative
diabolically,negative
diametrically,negative
diappointed,negative
diatribe,negative
diatribes,negative
dick,negative
dictator,negative
dictatorial,negative
die,negative
die-hard,negative
died,negative
dies,negative
diffidence,negative
dilapidated,negative
dilemma,negative
dilly-dally,negative
dim,negative
dimmer,negative
din,negative
ding,negative
dings,negative
dinky,negative
dire,negative
direly,negative
direness,negative
dirt,negative
dirtbag,negative
dirtbags,negative
dirts,negative
dirty,negative
disable,negative
disabled,negative
disaccord,negative
disaffect,negative
disaffected,negative
disaffirm,negative
disagreeably,negative
disapointed,negative
disapointing,negative
disapointment,negative
disapprobation,negative
disarm,negative
disarray,negative
disasterous,negative
disbelief,negative
disbelieve,negative
disbeliever,negative
discombobulate,negative
discomfit,negative
discomfititure,negative
discomfort,negative
discompose,negative
disconcert,negative
disconcerted,negative
disconcerting,negative
disconcertingly,negative
disconsolate,negative
disconsolately,negative
disconsolation,negative
discontent,negative
discontented,negative
discontentedly,negative
discontinuity,negative
discontinuous,negative
discord,negative
discordance,negative
discordant,negative
discountenance,negative
discouragement,negative
discouragingly,negative
discourteous,negative
discourteously,negative
discoutinous,negative
discrepant,negative
discriminate,negative
discrimination,negative
discriminatory,negative
disdain,negative
disdained,negative
disdainful,negative
disdainfully,negative
disgraced,negative
disgruntle,negative
disgruntled,negative
disgust,negative
disgusted,negative
disgustedly,negative
disgustful,negative
disgustfully,negative
disgusting,negative
disgustingly,negative
dishearten,negative
disheartening,negative
dishearteningly,negative
dishonorablely,negative
disillusion,negative
disillusioned,negative
disillusionment,negative
disillusions,negative
disinclination,negative
disinclined,negative
disingenuous,negative
disingenuously,negative
disintegrate,negative
disintegrated,negative
disintegrates,negative
disintegration,negative
disinterest,negative
dislike,negative
disliked,negative
dislikes,negative
disliking,negative
dislocated,negative
dismalness,negative
dismay,negative
dismayed,negative
dismaying,negative
dismayingly,negative
dismissive,negative
dismissively,negative
disobedience,negative
disobedient,negative
disobey,negative
disoobedient,negative
disorder,negative
disordered,negative
disorganized,negative
disorient,negative
disoriented,negative
disown,negative
dispensable,negative
dispirit,negative
dispirited,negative
dispiritedly,negative
dispiriting,negative
displease,negative
displeased,negative
displeasing,negative
displeasure,negative
disprove,negative
disputable,negative
disquiet,negative
disquieting,negative
disquietingly,negative
disquietude,negative
disregardful,negative
disrespect,negative
disrespectable,negative
disrespectablity,negative
disrespectful,negative
disrespectfully,negative
disrespectfulness,negative
disrespecting,negative
diss,negative
dissapointed,negative
dissappointed,negative
dissappointing,negative
dissatisfactory,negative
dissatisfies,negative
dissatisfy,negative
dissatisfying,negative
dissed,negative
dissemble,negative
dissembler,negative
dissension,negative
dissention,negative
disservice,negative
disses,negative
dissidence,negative
dissing,negative
dissocial,negative
dissolute,negative
dissonance,negative
dissonant,negative
dissonantly,negative
dissuade,negative
dissuasive,negative
distains,negative
distaste,negative
distasteful,negative
distastefully,negative
distraught,negative
distraughtly,negative
distraughtness,negative
distressing,negative
distressingly,negative
distrust,negative
distrustful,negative
distrusting,negative
disturbingly,negative
disunity,negative
disvalue,negative
divergent,negative
divisive,negative
divisively,negative
divisiveness,negative
dizzing,negative
dizzingly,negative
dizzy,negative
doddering,negative
dodgey,negative
dogged,negative
doggedly,negative
dogmatic,negative
doldrums,negative
domineer,negative
domineering,negative
donside,negative
doom,negative
doomed,negative
doomsday,negative
dope,negative
doubtfully,negative
douchbag,negative
douchebag,negative
douchebags,negative
downbeat,negative
downcast,negative
downer,negative
downfall,negative
downfallen,negative
downhearted,negative
downheartedly,negative
downhill,negative
downside,negative
downsides,negative
drab,negative
draconian,negative
draconic,negative
dragged,negative
dragging,negative
dragoon,negative
drags,negative
drain,negative
drained,negative
draining,negative
drains,negative
dread,negative
dreadful,negative
dreadfully,negative
dreadfulness,negative
dreary,negative
dripped,negative
dripping,negative
drippy,negative
drips,negative
drones,negative
droop,negative
droops,negative
drop-out,negative
drop-outs,negative
dropout,negative
dropouts,negative
drowning,negative
drunk,negative
drunkard,negative
drunken,negative
dubious,negative
dubiously,negative
dubitable,negative
dud,negative
dull,negative
dullard,negative
dumb,negative
dumbfound,negative
dump,negative
dumped,negative
