,headlines,sentiment
2318,"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",1
2319,The forecast for 2012 is 3.3 % .,1
2320,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",1
2321,The company is listed on the Nordic Exchange in Helsinki .,1
2322,"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",1
2323,"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",1
2324,28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,1
2325,Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,1
2326,"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",1
2327,The shops are located in the capital region and the Paijat-Hame region .,1
2328,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,1
2329,The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,1
2330,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",1
2331,Name of Company in which holdings have been acquired : Citycon Oyj 2 .,1
2332,"BasWare is headquartered in Espoo , Finland .",1
2333,"The store is located in Poznan in a shopping center named Pestka , the company added .",1
2334,"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",1
2335,"According to the Act , universities can now acquire private funding .",1
2336,"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",1
2337,Asian traffic declined by 3.4 per cent .,0
2338,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
2339,"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",1
2340,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs .",2
2341,"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1
2342,Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,1
2343,"The joint venture will invest about EUR 500,000 in production technology straight away .",1
2344,He will report to CapMan Plc 's CEO Heikki Westerlund .,1
2345,The price will be specified at the completion date .,1
2346,A total of $ 78 million will be invested in the project .,1
2347,"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",1
2348,"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",1
2349,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",1
2350,`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,1
2351,`` There is no room to modify the share component as we have already indicated . '',1
2352,`` We could be there .,1
2353,`` We were the lowest bidders and now the final approval is awaited . '',2
2354,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",1
2355,"128,538 shares can still be subscribed for with Series E share options , max .",1
2356,15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .,1
2357,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",1
2358,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",1
2359,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,1
2360,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-�801-�6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",1
2361,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",1
2362,"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -� HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",1
2363,A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,1
2364,"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",1
2365,"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",1
2366,Absolut Bank is exploring the possibility of further borrowing .,1
2367,Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,1
2368,Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+�nsi-Kalkkuna to produce turkey meat .,2
2369,Finnish food industry company L+�nnen Tehtaat is planning changes to its fish product business .,1
2370,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .,0
2371,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,1
2372,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",1
2373,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",0
2374,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+�ne , southern Sweden .",1
2375,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava .",1
2376,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",0
2377,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",1
2378,"According to CEO Hannu Syrj+�nen , a new common name and visual identity is required as the group has grown and internationalised .",1
2379,"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 .",1
2380,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",1
2381,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",1
2382,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",1
2383,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",1
2384,"According to the company , the lay-offs will be temporary .",1
2385,"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",1
2386,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -� s shares and voting rights .",1
2387,"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",1
2388,After that the two companies sat down and sewed up the present deal .,1
2389,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",1
2390,"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",1
2391,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,1
2392,Airbus will attempt to evacuate up to 873 people within 90 seconds .,1
2393,"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device .",1
2394,All rights reserved .,1
2395,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,1
2396,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",1
2397,Almost the entire office building will be occupied by Metso .,1
2398,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros .",1
2399,Also the development of online businesses will continue .,1
2400,Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .,1
2401,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,1
2402,"As a result , a total of 82 employees would be given notice .",1
2403,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt .",1
2404,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",1
2405,"As part of the reorganisation measures that will take place in spring 2006 , Tamglass Finton will start personnel negotiations that will affect its entire staff of 33 .",0
2406,"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",1
2407,"At 10.58 am , Outokumpu declined 2.74 pct to 24.87 eur , while the OMX Helsinki 25 was 0.55 pct higher at 2,825.14 and the OMX Helsinki added 0.64 pct to 9,386.89 .",1
2408,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,1
2409,"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",1
2410,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",1
2411,Autotank Group is part of Aspo 's Systems Division .,1
2412,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,1
2413,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",1
2414,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",1
2415,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .,0
2416,"Besides , Pit-Produkt will enter the new segments .",1
2417,"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",1
2418,CapMan made its initial investment in OneMed in June 2006 .,1
2419,"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",1
2420,Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,1
2421,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey .",1
2422,"Comptel Corporation Sami Ervio President and CEO , Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .",1
2423,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .",1
2424,"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",1
2425,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited,1
2426,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",1
2427,Currency conversions are based on exchange rates at the time of the deal .,1
2428,"Currently the Terminator lures are produced in a subcontract facility in Mexico but the manufacturing will be transferred to Rapala 's factory in Shenzhen , China .",1
2429,"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",1
2430,"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",1
2431,Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,1
2432,Each share is entitled to one vote .,1
2433,Each year the dividend is deducted from the subscription price .,1
2434,Earnings per share EPS amounted to EUR0 .01 .,1
2435,Earnings per share were EUR -0.04 -0.06 .,1
2436,Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers .,1
2437,Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,1
2438,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,1
2439,"Elisa Corporation will disclose its financial statements for 2006 on Thursday , 8 February 2007 .",1
2440,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",1
2441,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .",1
2442,"Ethanol would be made from barley , and production could start in 2008 .",1
2443,"EXEL COMPOSITES IN BRIEF Exel Composites is a technology company which designs , manufactures and markets composite profiles and tubes for industrial applications .",1
2444,Exel is headquartered in Mantyharju in Finland .,1
2445,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,1
2446,Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving !,1
2447,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .",1
2448,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",1
2449,"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia .",2
2450,Finnish Bank of +�land will launch its long-term pension savings account at the beginning of June 2010 .,1
2451,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .,2
2452,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,1
2453,"Finnish metal components supplier Componenta on December 26 , 2006 applied for approval with the Turkish Capital Markets Board to launch a mandatory offer for the remaining shares in iron and aluminium castings producer Doktas Dokumculuk .",1
2454,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported .",1
2455,Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,1
2456,Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,1
2457,"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum .",2
2458,"Following the issue , the new shares will constitute 10 percent of the firm 's capital .",1
2459,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",1
2460,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .",1
2461,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",1
2462,"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",1
2463,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,1
2464,Growth is expected to continue in 2008 .,2
2465,GyPSii service supports ten different languages including Korean and Russian .,1
2466,He confirmed his view on July 6 .,1
2467,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,1
2468,"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",1
2469,"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",1
2470,"Helsinki-based Componenta bought Turkish listed company Doktas in October 2006 for 89 million euros , making it the largest Finnish investment in Turkey to date .",1
2471,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",1
2472,"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT 13.32 Huhtamaki 's Capital Markets Day for institutional investors and analysts is held in Espoo , September 16 , 2008 starting at 13.30 pm Finnish time .",1
2473,"I can say categorically , no , ' Wahlroos was quoted as saying by the paper , when asked about Sampo 's interest in making a bid for RSA .",1
2474,"If Honkarakenne starts production there , it will need a partner for sawmill operations .",1
2475,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .",1
2476,"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",1
2477,"In addition a reduction of nine persons will be made through pension or other arrangements , the company added .",1
2478,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+�rvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .",1
2479,"In future , the plant will focus on the production of flange profiles for wind farm towers .",1
2480,In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,1
2481,"In the Baltic countries , Atria 's target is organic growth .",1
2482,"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .",1
2483,"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said .",1
2484,IonPhasE 's second major owner is venture capital firm Aura Capital .,1
2485,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",1
2486,It moved into the No. 2 spot in 2000 when it merged steel operations with Avesta Sheffield to form AvestaPolarit .,1
2487,"ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",1
2488,"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",1
2489,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",2
2490,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",1
2491,"Jukka Hienonen , the current Finnair CEO , will step down at the end of January 2010 .",1
2492,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",1
2493,Kemira 's partner in the project is St. Petersburg Water Works .,1
2494,Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,1
2495,KONE is listed on the Nordic Exchange in Helsinki .,1
2496,"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",1
2497,"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",1
2498,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,1
2499,"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",1
2500,LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,1
2501,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",1
2502,"Maximum amount of terminations in Finland is 40 employees , the company added .",1
2503,Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,1
2504,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",1
2505,Metso 's delivery will include a complete coated board line with related air systems and two winders .,1
2506,Mobile data transfer is expected to increase explosively in the LTE era .,1
2507,Most of the dividend will go to the Grimaldi family .,1
2508,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",1
2509,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",2
2510,"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '",1
2511,"Nastola , axe 14 jobs 16 February 2010 - Finnish wood products technology firm Raute Oyj HEL : RUTAV said today that it will transfer to Nastola , southern Finland , the production of its Jyvaskyla plant , which will affect 14 people .",1
2512,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,1
2513,Net investment income,1
2514,"no compensation for its news , opinions or distributions .",1
2515,No financial details were available .,1
2516,No financial details were disclosed .,1
2517,No financial details were provided .,1
2518,No financial details were reported .,1
2519,No more waste-burning facilities should be built .,1
2520,"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",1
2521,No pricing details were disclosed .,1
2522,"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .",1
2523,Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,1
2524,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",1
2525,Officials did not disclose the contract value .,1
2526,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",1
2527,"Only L+�nnen Tehtaat showed a loss , but it has only recently started streamlining measures .",1
2528,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,0
2529,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,2
2530,Otherwise the situation is under control .,1
2531,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",1
2532,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",1
2533,"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",1
2534,"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .",1
2535,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",1
2536,Payment of shares shall be effected on subscription .,1
2537,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",1
2538,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",1
2539,Poyry is a global expert in consulting and engineering .,1
2540,"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",1
2541,Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,1
2542,"Product deliveries will not be interrupted , the refiner said , giving no financial details .",1
2543,Production is scheduled to start by the end of April 2007 .,1
2544,Protalix has $ 42 million in cash and no sales .,1
2545,Public services will also be available .,1
2546,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -� Copyright of Globes Publisher Itonut 1983 Ltd. 2009",1
2547,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,1
2548,Raute is listed on the Nordic exchange in Helsinki .,1
2549,Registration is required .,1
2550,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,1
2551,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",1
2552,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,1
2553,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",1
2554,Saunalahti is a part of the Elisa group .,1
2555,"says Brian Burton , Head of IT Security , Vodafone UK .",1
2556,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",1
2557,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,1
2558,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",1
2559,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,1
2560,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",1
2561,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1
2562,SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,1
2563,Status : Agreed,1
2564,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",1
2565,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",1
2566,"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",1
2567,STUK today is a full service house expert in radiation and nuclear safety issues .,1
2568,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",1
2569,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,1
2570,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,1
2571,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",1
2572,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",1
2573,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,1
2574,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,1
2575,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,1
2576,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",1
2577,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+�nnen Tehtaat 's other businesses .",1
2578,The acquisition price was not disclosed .,1
2579,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,1
2580,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",1
2581,The Board of Directors was authorized to decide on other terms of the share issue .,1
2582,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,1
2583,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",1
2584,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1
2585,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",1
2586,The capital structure of Solidium may be complemented by other financial instruments in the future .,1
2587,The category was marked by maturity and the recession .,1
2588,The chain is to unite 45-50 centres by the end of 2008 .,1
2589,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,1
2590,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1
2591,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",1
2592,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1
2593,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,1
2594,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,1
2595,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1
2596,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,1
2597,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1
